84.018776	39.438293
78.309929	79.844009
91.164742	19.755136
33.522274	76.822960
27.777473	55.396999
47.739708	62.887093
36.478447	51.340092
95.222977	91.619514
63.571175	71.729698
14.160256	60.696888
1.630057	24.288677
13.723158	80.417679
15.667910	40.094440
12.979044	10.880880
99.892448	21.825691
51.293243	83.911224
61.263985	29.603163
63.755226	52.428719
49.358299	97.277504
29.251680	77.135773
52.674496	76.991386
40.022861	89.152946
28.331474	35.245838
80.772453	91.902649
6.975528	94.932709
52.599537	8.605585
19.221386	66.322693
89.023262	34.889294
6.417132	2.002305
45.770176	6.309584
23.827995	97.063416
90.220810	85.091980
26.666576	53.976036
37.520699	76.024872
51.253540	66.772377
53.160645	3.928035
43.763760	93.183510
93.080978	72.095238
28.429342	73.853432
63.997883	35.404869
68.786140	16.597418
44.010452	88.007523
82.920113	33.033714
22.896818	89.337242
35.036018	68.666992
95.646828	58.864017
65.730408	85.867630
43.955990	92.396980
39.843666	81.476692
68.421852	91.097206
48.249065	21.582497
95.025238	92.012825
14.766002	88.106216
64.108063	43.195343
61.959648	28.105942
78.600212	30.745787
44.703358	22.610662
18.753311	27.623468
55.644375	41.650127
16.960709	90.680389
10.317119	12.607534
49.544407	76.047523
98.475166	93.500404
68.444504	38.318836
74.977089	36.866356
29.416037	23.226154
58.448853	24.441275
15.238979	73.214851
12.547490	79.347038
16.410192	74.507141
7.452980	95.010406
5.252926	52.156338
17.621065	24.006237
79.779808	73.265442
65.656364	96.740517
63.945839	75.973488
9.348048	13.490242
52.021011	7.823214
6.990640	20.465509
46.142048	81.967728
57.331860	75.558083
5.193882	15.780713
99.999359	20.432861
88.995567	12.546848
99.779900	5.405758
87.053986	7.232880
0.416161	92.306915
59.389217	18.037228
16.313150	39.169022
91.302673	81.969521
35.909538	55.248505
57.943001	45.257584
68.738739	9.964006
53.080799	75.729385
30.429516	99.222847
57.697113	87.761383
74.780930	62.890995
3.542091	74.780289
83.323853	92.537659
87.327133	83.103752
